Gen	theta_1ABCDEF	theta_2GHIJKLM	theta_3NOPRTUV	theta_8ABCDEFNOPRTUVSXZGHIJKLMY	theta_9ABCDEFNOPRTUVSXZ	theta_10NOPRTUVSXZ	theta_11NOPRTUVS	theta_12XZ	theta_13GHIJKLMY	tau_8ABCDEFNOPRTUVSXZGHIJKLMY	tau_9ABCDEFNOPRTUVSXZ	tau_10NOPRTUVSXZ	tau_11NOPRTUVS	tau_12XZ	tau_13GHIJKLMY	lnL
608600	0.001316	0.001801	0.007878	0.010256	0.001970	0.004150	0.002031	0.003516	0.001113	0.007250	0.007214	0.004093	0.002900	0.003089	0.006527	-4703.274
608700	0.001381	0.000823	0.005725	0.005863	0.001816	0.002745	0.001442	0.002903	0.003416	0.007605	0.007464	0.006820	0.003874	0.004970	0.004066	-4696.108
608800	0.000555	0.002225	0.006621	0.003523	0.009971	0.006673	0.001384	0.001107	0.001835	0.009118	0.008492	0.004965	0.002114	0.001609	0.009011	-4698.973
608900	0.000930	0.000895	0.005688	0.010299	0.010628	0.003966	0.001278	0.001798	0.003291	0.005859	0.005670	0.004476	0.002196	0.000239	0.002146	-4697.753
609000	0.001109	0.001507	0.006265	0.004026	0.014494	0.002172	0.001570	0.002850	0.000950	0.008000	0.007892	0.007254	0.002978	0.005961	0.007699	-4699.155
609100	0.001273	0.002294	0.008659	0.004798	0.005661	0.002648	0.002790	0.001926	0.002556	0.008778	0.006992	0.005386	0.003403	0.004347	0.003999	-4692.410
609200	0.001013	0.001347	0.006264	0.004782	0.002300	0.002017	0.001785	0.001045	0.002597	0.007199	0.006590	0.005662	0.003275	0.005266	0.005365	-4692.622
609300	0.000835	0.000661	0.006612	0.001765	0.011646	0.003336	0.002515	0.001683	0.001455	0.009821	0.009134	0.003937	0.003513	0.002465	0.008164	-4693.702
609400	0.001381	0.001468	0.004058	0.004820	0.001104	0.002973	0.001362	0.000585	0.006614	0.007857	0.007460	0.006753	0.003190	0.003809	0.004917	-4704.124
609500	0.001007	0.001986	0.010978	0.006261	0.002044	0.003510	0.003066	0.003192	0.001882	0.007103	0.006811	0.006268	0.003141	0.000895	0.006727	-4697.646
609600	0.000707	0.001931	0.007973	0.003970	0.002176	0.002267	0.002994	0.003432	0.002724	0.007216	0.006336	0.004939	0.002834	0.000832	0.005760	-4702.151
609700	0.002024	0.001066	0.007056	0.004803	0.002143	0.002126	0.002139	0.004265	0.008252	0.011911	0.010574	0.008657	0.004004	0.005878	0.006666	-4703.906
609800	0.000805	0.000968	0.003632	0.006348	0.005935	0.002836	0.005560	0.002528	0.005082	0.008624	0.008225	0.005486	0.002166	0.003798	0.007607	-4689.041
609900	0.001319	0.001292	0.008065	0.005270	0.002084	0.002971	0.003015	0.004993	0.003925	0.008442	0.008356	0.006253	0.004127	0.004886	0.006603	-4691.590
610000	0.001494	0.001308	0.004619	0.005141	0.003441	0.001297	0.001738	0.005033	0.001188	0.007258	0.007104	0.005173	0.004541	0.001930	0.006634	-4691.813
610100	0.001241	0.002432	0.005464	0.004554	0.003015	0.000795	0.002539	0.004614	0.004837	0.007438	0.006725	0.006368	0.005164	0.004573	0.007215	-4697.784
610200	0.001729	0.001425	0.005697	0.005182	0.001712	0.005753	0.000911	0.006324	0.001181	0.006552	0.006551	0.005937	0.003543	0.002644	0.004764	-4693.451
610300	0.001253	0.000525	0.006194	0.002482	0.003021	0.001430	0.000811	0.001744	0.002335	0.007943	0.007398	0.005149	0.004149	0.000769	0.006691	-4692.683
610400	0.001357	0.001023	0.002625	0.004742	0.007822	0.001705	0.001091	0.001982	0.001489	0.008706	0.008199	0.006205	0.003511	0.005718	0.007043	-4699.861
610500	0.000698	0.001110	0.011655	0.006165	0.001487	0.001534	0.000945	0.003535	0.003019	0.008965	0.008146	0.006546	0.003421	0.003074	0.005933	-4694.657
610600	0.000963	0.003187	0.003336	0.004126	0.002910	0.001471	0.002166	0.003181	0.001894	0.007267	0.006081	0.005345	0.003572	0.004523	0.005695	-4703.424
610700	0.000863	0.001787	0.004149	0.006628	0.014669	0.001605	0.001460	0.002137	0.002912	0.009319	0.008258	0.007106	0.004419	0.004697	0.006656	-4695.903
610800	0.001428	0.001027	0.005230	0.005908	0.003909	0.004043	0.002440	0.001581	0.002389	0.011815	0.009841	0.006113	0.004689	0.004004	0.010710	-4702.568
610900	0.001707	0.000811	0.006145	0.002483	0.003983	0.002450	0.001312	0.001632	0.012968	0.009255	0.008164	0.004621	0.003810	0.003710	0.007140	-4698.919
611000	0.001261	0.001089	0.005825	0.002626	0.002334	0.001472	0.002616	0.000835	0.001468	0.010591	0.008217	0.006361	0.004466	0.004423	0.009360	-4703.230
611100	0.000836	0.001932	0.006234	0.003450	0.003884	0.001606	0.001641	0.001336	0.002869	0.006696	0.006004	0.005632	0.003252	0.003180	0.004948	-4694.265
611200	0.000839	0.002055	0.004019	0.008083	0.002152	0.000914	0.001560	0.005081	0.002536	0.007448	0.006686	0.006168	0.003831	0.001946	0.005989	-4689.197
611300	0.002346	0.001558	0.006121	0.008211	0.005715	0.001934	0.003503	0.002267	0.011485	0.008030	0.006992	0.006123	0.003082	0.003196	0.005572	-4695.555
611400	0.000885	0.001284	0.004573	0.009497	0.001594	0.001807	0.001529	0.001053	0.006109	0.005954	0.005522	0.004809	0.003137	0.003584	0.002861	-4692.691
611500	0.001437	0.001144	0.017644	0.003816	0.001273	0.001620	0.002114	0.002903	0.002383	0.006988	0.006727	0.006091	0.003726	0.001766	0.005126	-4696.634
611600	0.001367	0.001667	0.008467	0.003717	0.001900	0.002027	0.003270	0.000944	0.002515	0.010812	0.010657	0.006763	0.004022	0.002284	0.008083	-4692.942
611700	0.000694	0.001586	0.006127	0.009866	0.006117	0.001907	0.002207	0.004843	0.006126	0.007472	0.007064	0.004535	0.003439	0.000088	0.007285	-4688.673
611800	0.001195	0.000977	0.003815	0.004482	0.002658	0.002089	0.002234	0.002317	0.007115	0.009797	0.007436	0.007336	0.004128	0.000229	0.009620	-4699.799
611900	0.000795	0.002028	0.006593	0.003444	0.007358	0.001806	0.007615	0.002412	0.001763	0.008738	0.006732	0.004528	0.004378	0.002423	0.008299	-4689.625
612000	0.000834	0.001468	0.005077	0.005594	0.003044	0.003125	0.001859	0.001201	0.005052	0.008992	0.008735	0.006447	0.003937	0.003746	0.008888	-4692.661
612100	0.001263	0.002087	0.010951	0.004604	0.004423	0.003875	0.002054	0.003512	0.001005	0.009230	0.008235	0.005678	0.003295	0.002325	0.009144	-4695.210
612200	0.000769	0.000806	0.007036	0.003156	0.002204	0.000930	0.002071	0.002001	0.001889	0.009779	0.009150	0.006858	0.005765	0.005004	0.007571	-4697.558
612300	0.001815	0.000559	0.007528	0.004371	0.003643	0.001655	0.004450	0.001315	0.005196	0.011312	0.010622	0.006484	0.004050	0.002235	0.008826	-4703.968
612400	0.001000	0.001521	0.010639	0.003454	0.001084	0.001580	0.001776	0.001199	0.001478	0.008111	0.007757	0.007052	0.004465	0.001845	0.007523	-4688.049
612500	0.000948	0.002149	0.014555	0.004979	0.001695	0.001274	0.003366	0.000848	0.003238	0.008173	0.007653	0.006987	0.004067	0.004610	0.007185	-4688.082
612600	0.001585	0.001431	0.013370	0.004461	0.008348	0.001942	0.000976	0.001830	0.003306	0.006413	0.006301	0.004244	0.003112	0.003506	0.006024	-4698.962
612700	0.000930	0.002478	0.020257	0.003566	0.003680	0.001316	0.002818	0.000843	0.006997	0.007287	0.006415	0.006072	0.001748	0.005120	0.004499	-4702.006
612800	0.001396	0.001810	0.007384	0.005222	0.004939	0.001362	0.001870	0.001150	0.003651	0.009211	0.007200	0.006645	0.005461	0.003620	0.008079	-4703.362
612900	0.001291	0.001665	0.013150	0.003154	0.002706	0.001481	0.003193	0.002869	0.001551	0.007679	0.007195	0.006604	0.003556	0.003128	0.006290	-4706.581
613000	0.001458	0.001589	0.004706	0.003014	0.003714	0.002855	0.001998	0.002235	0.002111	0.010539	0.010446	0.008284	0.004668	0.004958	0.008074	-4689.823
613100	0.001283	0.000980	0.008833	0.003971	0.002642	0.002636	0.004629	0.001650	0.001376	0.007164	0.006559	0.006037	0.003936	0.004223	0.006759	-4702.654
613200	0.000991	0.001785	0.004319	0.004754	0.002067	0.001498	0.002332	0.005103	0.005043	0.009425	0.008821	0.006182	0.003909	0.003477	0.008497	-4704.781
613300	0.000598	0.001050	0.012638	0.003549	0.009417	0.000918	0.000785	0.001184	0.002420	0.008228	0.007456	0.004389	0.003464	0.002451	0.006880	-4691.803
613400	0.001737	0.000607	0.006759	0.004137	0.003959	0.002657	0.001158	0.004246	0.001958	0.009780	0.009418	0.006358	0.004240	0.004070	0.005477	-4697.610
613500	0.001681	0.001219	0.005551	0.005558	0.006972	0.001845	0.001367	0.002793	0.005669	0.008548	0.008002	0.007361	0.004346	0.001722	0.001819	-4690.091
613600	0.000850	0.001500	0.016140	0.004482	0.000975	0.002416	0.001414	0.002143	0.013433	0.010501	0.009317	0.004662	0.003733	0.002670	0.007159	-4702.861
613700	0.000988	0.000905	0.002359	0.005188	0.001473	0.001238	0.004713	0.001520	0.001316	0.008819	0.008409	0.006254	0.003228	0.003255	0.006791	-4708.582
613800	0.001441	0.002625	0.006501	0.003848	0.008338	0.003420	0.000664	0.001031	0.002506	0.009542	0.009017	0.005503	0.004319	0.003818	0.008813	-4690.607
613900	0.000917	0.002886	0.006197	0.005696	0.004373	0.003006	0.001362	0.002377	0.005449	0.009178	0.008452	0.005915	0.004674	0.004166	0.006876	-4696.254
614000	0.000753	0.001221	0.012463	0.004934	0.007543	0.006761	0.001383	0.002231	0.002177	0.008001	0.007735	0.004810	0.002461	0.003362	0.006237	-4691.190
614100	0.002093	0.001560	0.007434	0.002286	0.003636	0.001843	0.000726	0.003509	0.001896	0.007762	0.007703	0.007390	0.002984	0.003044	0.001912	-4703.273
614200	0.001810	0.001218	0.004902	0.005175	0.002039	0.007403	0.001955	0.004219	0.004985	0.008649	0.007583	0.004143	0.003315	0.001991	0.003426	-4705.074
614300	0.001386	0.001069	0.006756	0.005580	0.004315	0.001112	0.002292	0.005273	0.002905	0.008940	0.007909	0.006195	0.004919	0.005748	0.006887	-4702.277
614400	0.000965	0.001786	0.006850	0.003818	0.005145	0.001819	0.001125	0.003842	0.008525	0.007850	0.006768	0.005301	0.004325	0.003683	0.003765	-4701.265
614500	0.000961	0.001180	0.007032	0.005244	0.000748	0.005891	0.003905	0.004760	0.001127	0.007292	0.007134	0.005975	0.003552	0.002462	0.005988	-4698.281
614600	0.001378	0.001099	0.008418	0.004378	0.002729	0.003282	0.001174	0.002131	0.002915	0.008076	0.007306	0.005617	0.003582	0.005436	0.005638	-4697.346
614700	0.001744	0.001165	0.002963	0.004046	0.007633	0.003656	0.001917	0.001066	0.004408	0.006755	0.006609	0.005805	0.002774	0.004407	0.002713	-4689.899
614800	0.000907	0.001506	0.008740	0.007001	0.006234	0.002031	0.001574	0.002410	0.003094	0.008884	0.007679	0.007140	0.005512	0.003490	0.007235	-4694.163
614900	0.000806	0.001147	0.007718	0.004035	0.001711	0.019304	0.001654	0.005190	0.007399	0.007726	0.007714	0.007053	0.004905	0.004310	0.002128	-4687.589
615000	0.000638	0.001678	0.006558	0.004392	0.003895	0.008878	0.000746	0.001781	0.002734	0.006481	0.006320	0.005803	0.003971	0.004547	0.004861	-4701.274
615100	0.001720	0.001714	0.006057	0.004615	0.008070	0.002726	0.001990	0.001867	0.002521	0.010331	0.009728	0.005998	0.004174	0.002365	0.009102	-4702.787
615200	0.000987	0.001806	0.016229	0.009753	0.002375	0.003560	0.001497	0.002633	0.005678	0.008357	0.007877	0.003479	0.002249	0.003151	0.006153	-4689.233
615300	0.001132	0.001840	0.008872	0.002389	0.002671	0.001531	0.001637	0.002136	0.004337	0.008610	0.007700	0.005837	0.002323	0.000555	0.005311	-4695.787
615400	0.001154	0.000807	0.009759	0.003214	0.010956	0.001956	0.000982	0.003935	0.008890	0.008986	0.008563	0.007386	0.003941	0.004588	0.007731	-4698.020
615500	0.001574	0.001671	0.011703	0.004777	0.001738	0.001650	0.001837	0.005667	0.003402	0.008536	0.008037	0.005946	0.004454	0.003196	0.006956	-4697.555
615600	0.000743	0.000824	0.006873	0.004366	0.008830	0.001115	0.000864	0.001749	0.001197	0.008752	0.007992	0.007565	0.004540	0.004485	0.005664	-4704.923
615700	0.001146	0.001363	0.006634	0.002412	0.002657	0.005339	0.003196	0.001136	0.002958	0.010349	0.010106	0.007859	0.002276	0.002324	0.007199	-4706.229
615800	0.001123	0.001257	0.011515	0.002442	0.003233	0.002378	0.001220	0.001501	0.002281	0.010266	0.008931	0.006087	0.003401	0.004689	0.007979	-4697.409
615900	0.001451	0.003702	0.007561	0.004271	0.002946	0.001481	0.001881	0.000598	0.001677	0.007897	0.007516	0.005762	0.005174	0.004345	0.006406	-4703.741
616000	0.001084	0.002165	0.003334	0.004771	0.002022	0.001484	0.003104	0.002217	0.006625	0.009499	0.009008	0.007165	0.004273	0.005108	0.005325	-4689.893
616100	0.001020	0.001703	0.007508	0.004933	0.002440	0.002603	0.001735	0.002079	0.002689	0.007728	0.006623	0.006095	0.003957	0.005691	0.003996	-4699.285
616200	0.001047	0.001668	0.010383	0.014422	0.002776	0.002976	0.001417	0.003112	0.005425	0.007822	0.007238	0.006661	0.003657	0.002112	0.004190	-4692.356
616300	0.001219	0.002087	0.011508	0.006975	0.001185	0.001817	0.001796	0.002273	0.001000	0.008035	0.007857	0.006537	0.002978	0.003738	0.007344	-4694.071
616400	0.001518	0.002734	0.005533	0.010202	0.002736	0.005959	0.001739	0.001566	0.003192	0.005321	0.004882	0.004040	0.003132	0.002737	0.003446	-4689.732
616500	0.001539	0.001326	0.008968	0.013449	0.002073	0.003127	0.002589	0.002581	0.004613	0.007801	0.007777	0.007182	0.003893	0.001952	0.002773	-4689.812
616600	0.001135	0.001441	0.004958	0.004222	0.004999	0.001631	0.002441	0.005634	0.001401	0.008017	0.007077	0.004524	0.002719	0.001247	0.005883	-4689.812
616700	0.001230	0.003279	0.006422	0.003964	0.000909	0.004513	0.001602	0.001886	0.002057	0.007561	0.007511	0.006160	0.004001	0.003660	0.004561	-4701.036
616800	0.000823	0.003161	0.004752	0.004211	0.001959	0.006783	0.003148	0.002317	0.001457	0.007416	0.006556	0.005683	0.002776	0.003512	0.006731	-4691.120
616900	0.000843	0.002244	0.005134	0.003960	0.003040	0.004622	0.001264	0.002412	0.002544	0.007412	0.007326	0.006245	0.003626	0.002855	0.006875	-4700.843
617000	0.002742	0.001495	0.008111	0.004446	0.003733	0.002685	0.001034	0.001643	0.002472	0.008676	0.008424	0.005738	0.004007	0.003333	0.004893	-4694.574
617100	0.000800	0.003404	0.003678	0.003649	0.002412	0.006737	0.004537	0.000861	0.004076	0.008237	0.007813	0.007331	0.003957	0.005354	0.006203	-4700.359
617200	0.000810	0.002397	0.004482	0.004460	0.001601	0.001900	0.001660	0.003237	0.001278	0.007449	0.007245	0.005368	0.003981	0.002715	0.006028	-4696.845
617300	0.001137	0.001633	0.007264	0.011065	0.001796	0.000977	0.001832	0.001225	0.005251	0.007251	0.007042	0.005338	0.003642	0.004041	0.006146	-4692.651
617400	0.001379	0.001351	0.010626	0.009048	0.005107	0.001775	0.000677	0.001664	0.001979	0.007317	0.006708	0.005844	0.003911	0.003673	0.006037	-4698.631
617500	0.001597	0.001973	0.004975	0.008217	0.005659	0.002235	0.001279	0.004560	0.001983	0.009578	0.008974	0.007198	0.003710	0.000946	0.008689	-4700.651
617600	0.001214	0.001243	0.005925	0.002611	0.002204	0.003680	0.001621	0.000846	0.004365	0.009399	0.008578	0.007319	0.003612	0.005914	0.003368	-4694.119
617700	0.001086	0.001669	0.009188	0.003793	0.003526	0.003712	0.000828	0.008468	0.002481	0.012309	0.012088	0.005484	0.004487	0.005143	0.011564	-4696.573
617800	0.001033	0.002250	0.014564	0.008086	0.005658	0.002072	0.001380	0.001279	0.000930	0.010948	0.009698	0.007142	0.003982	0.005932	0.010297	-4693.176
617900	0.003188	0.000835	0.005832	0.004282	0.001297	0.002951	0.002796	0.000928	0.001669	0.009380	0.008410	0.005914	0.002132	0.004792	0.006172	-4703.984
618000	0.001779	0.001057	0.005195	0.003248	0.005705	0.001771	0.001234	0.000781	0.001676	0.009712	0.008181	0.005249	0.004170	0.005106	0.007417	-4695.293
618100	0.001259	0.002149	0.007035	0.004008	0.006961	0.003111	0.001261	0.001469	0.002074	0.011541	0.007835	0.006802	0.003776	0.002317	0.008334	-4697.361
618200	0.001112	0.001604	0.003277	0.005492	0.000829	0.004629	0.000929	0.001121	0.001355	0.006910	0.006823	0.006746	0.004061	0.005639	0.006824	-4686.599
618300	0.000967	0.001596	0.010948	0.004737	0.006224	0.002306	0.001814	0.000965	0.002378	0.008560	0.008286	0.007137	0.004792	0.004508	0.008247	-4692.418
618400	0.001276	0.001200	0.004586	0.003417	0.002041	0.003782	0.003386	0.001735	0.001621	0.007785	0.007757	0.007193	0.005777	0.005601	0.005752	-4691.341
618500	0.001031	0.000983	0.006664	0.003444	0.001589	0.004191	0.000898	0.003335	0.003688	0.007373	0.006610	0.006395	0.004182	0.005107	0.007272	-4697.813
618600	0.001659	0.000973	0.009649	0.004656	0.003038	0.001262	0.001366	0.004336	0.004430	0.009509	0.008167	0.005106	0.003807	0.000489	0.005830	-4699.252
618700	0.000977	0.001344	0.006002	0.009998	0.001751	0.003870	0.002233	0.002481	0.000843	0.010039	0.009741	0.006809	0.003662	0.004627	0.008237	-4691.934
618800	0.000695	0.001589	0.008965	0.006094	0.001719	0.001809	0.001368	0.002225	0.001776	0.010000	0.009933	0.005453	0.003393	0.003318	0.007076	-4706.286
618900	0.000723	0.001779	0.005361	0.006847	0.007960	0.002798	0.001783	0.001733	0.004429	0.011698	0.010009	0.005445	0.002861	0.002901	0.004229	-4703.597
619000	0.000476	0.001792	0.015006	0.004353	0.002766	0.002472	0.001875	0.005129	0.004416	0.009286	0.008969	0.005674	0.002205	0.003605	0.006075	-4698.713
619100	0.000480	0.001643	0.008375	0.005049	0.003016	0.002019	0.003930	0.001032	0.003934	0.007142	0.005521	0.005069	0.003167	0.003556	0.006734	-4693.171
619200	0.001130	0.003968	0.004778	0.005363	0.001746	0.003428	0.004667	0.000919	0.001317	0.009223	0.008137	0.005440	0.002940	0.001917	0.004379	-4702.946
619300	0.001127	0.002379	0.004242	0.001805	0.003489	0.002906	0.004936	0.003878	0.002261	0.011308	0.010188	0.006078	0.003980	0.002998	0.009835	-4699.681
619400	0.001198	0.001025	0.006633	0.002208	0.001703	0.001825	0.001456	0.003977	0.002064	0.009257	0.007718	0.006561	0.003296	0.004407	0.007240	-4693.468
619500	0.001186	0.001144	0.012184	0.003914	0.002677	0.006146	0.003143	0.001995	0.004552	0.009007	0.007485	0.006432	0.003653	0.002657	0.008625	-4718.521
619600	0.000912	0.001200	0.010268	0.005870	0.003195	0.001180	0.001799	0.003531	0.001937	0.007617	0.007394	0.006059	0.004422	0.005003	0.003845	-4696.219
619700	0.000800	0.000835	0.007354	0.003270	0.003473	0.003746	0.001778	0.002586	0.006899	0.007938	0.007807	0.005190	0.003416	0.002124	0.005793	-4700.964
619800	0.001296	0.001357	0.006860	0.003961	0.009011	0.003636	0.000950	0.015413	0.006900	0.009754	0.009499	0.005870	0.004872	0.003317	0.003968	-4690.472
619900	0.001186	0.001035	0.014488	0.005569	0.001733	0.004178	0.004026	0.003850	0.001053	0.009605	0.009200	0.005888	0.003064	0.005107	0.008188	-4689.392
620000	0.001728	0.001094	0.004332	0.007095	0.006776	0.002353	0.006623	0.004362	0.001189	0.008294	0.008214	0.008053	0.004634	0.004928	0.007691	-4698.783
620100	0.002157	0.000975	0.003732	0.004150	0.002887	0.001900	0.001774	0.009951	0.000858	0.008910	0.007843	0.006330	0.004919	0.001387	0.007857	-4697.410
620200	0.001403	0.001825	0.006469	0.005223	0.004950	0.003015	0.003409	0.001563	0.001197	0.008618	0.008067	0.003555	0.002515	0.002687	0.008138	-4697.714
620300	0.001509	0.001198	0.005063	0.003408	0.000943	0.002004	0.002888	0.001266	0.002850	0.010275	0.010045	0.007148	0.004066	0.004129	0.007889	-4687.409
620400	0.001885	0.001634	0.005728	0.005755	0.003557	0.001185	0.002397	0.003328	0.002644	0.010395	0.009366	0.006285	0.003975	0.003585	0.005393	-4696.571
620500	0.000809	0.001242	0.009256	0.004191	0.001937	0.001428	0.001879	0.000942	0.001228	0.009960	0.009050	0.006368	0.003629	0.002629	0.007961	-4702.675
620600	0.000963	0.001835	0.006619	0.005304	0.002761	0.002323	0.002051	0.001965	0.005158	0.007472	0.006874	0.004845	0.002771	0.003119	0.002948	-4694.987
620700	0.000996	0.001160	0.004890	0.010048	0.002540	0.001372	0.003060	0.002013	0.002163	0.007076	0.006753	0.004741	0.002686	0.001469	0.006612	-4690.837
620800	0.000650	0.001199	0.005281	0.008892	0.003154	0.002548	0.001460	0.002133	0.003894	0.006492	0.006257	0.004996	0.002812	0.001922	0.006127	-4696.176
620900	0.001521	0.001070	0.005551	0.003573	0.008255	0.002330	0.001170	0.001609	0.005920	0.008422	0.008130	0.005800	0.004065	0.001477	0.002516	-4694.536
621000	0.000836	0.001083	0.014431	0.009815	0.005363	0.001728	0.002450	0.001777	0.003526	0.007473	0.006966	0.005069	0.002676	0.000308	0.005486	-4697.797
621100	0.001420	0.001035	0.015932	0.004574	0.004651	0.001370	0.001761	0.001411	0.001407	0.007407	0.006902	0.005914	0.003886	0.003794	0.007159	-4693.882
621200	0.000807	0.001223	0.023308	0.006297	0.001093	0.001104	0.002457	0.000818	0.002417	0.007128	0.006612	0.006467	0.004392	0.003835	0.004733	-4695.713
621300	0.001171	0.001397	0.005923	0.005553	0.002143	0.003152	0.001360	0.003272	0.003289	0.007590	0.006881	0.006838	0.002701	0.001074	0.003531	-4709.638
621400	0.001987	0.001948	0.004274	0.006362	0.004369	0.001441	0.006940	0.004006	0.002547	0.010564	0.008488	0.007556	0.002766	0.003112	0.008501	-4697.562
621500	0.000681	0.000780	0.010091	0.006244	0.000892	0.001604	0.001672	0.000874	0.001902	0.008567	0.008215	0.006250	0.003254	0.004026	0.008283	-4686.187
621600	0.000876	0.000743	0.004076	0.004998	0.005326	0.001616	0.001504	0.001434	0.000964	0.009523	0.007704	0.006186	0.004358	0.002336	0.007337	-4698.195
621700	0.001498	0.002098	0.011455	0.002995	0.005686	0.001328	0.003029	0.002835	0.000887	0.011474	0.007946	0.006443	0.002595	0.002275	0.009229	-4694.280
621800	0.001337	0.000927	0.004631	0.003145	0.001009	0.001705	0.001219	0.000866	0.011565	0.008341	0.008195	0.007112	0.003167	0.003194	0.006085	-4694.963
621900	0.002473	0.001479	0.011083	0.003027	0.001698	0.002148	0.001993	0.001674	0.001823	0.009960	0.007890	0.005904	0.005422	0.003378	0.009929	-4701.737
622000	0.001800	0.000770	0.003523	0.007437	0.005253	0.001442	0.001573	0.003284	0.004540	0.007197	0.007081	0.004604	0.001487	0.000721	0.004272	-4694.267
622100	0.002502	0.001374	0.011473	0.007006	0.002033	0.001991	0.004097	0.001440	0.013712	0.008004	0.007957	0.006349	0.002166	0.003637	0.005220	-4696.153
622200	0.002065	0.002779	0.010006	0.004238	0.002349	0.001106	0.001702	0.005123	0.002766	0.007901	0.005910	0.005407	0.004374	0.001509	0.006409	-4686.743
622300	0.001446	0.001152	0.005532	0.003787	0.001334	0.002148	0.000692	0.002468	0.003675	0.009109	0.008819	0.007549	0.003114	0.004034	0.007529	-4700.708
622400	0.002163	0.001150	0.008927	0.003009	0.003333	0.002291	0.000698	0.001481	0.001936	0.008271	0.008183	0.007144	0.002814	0.004206	0.005407	-4704.104
622500	0.001362	0.001308	0.009964	0.004135	0.001990	0.003519	0.002033	0.002295	0.001694	0.008775	0.008474	0.006416	0.003440	0.001131	0.006158	-4696.751
622600	0.001270	0.002309	0.011093	0.003184	0.013878	0.001219	0.001541	0.005065	0.001504	0.010394	0.009807	0.007231	0.005650	0.001485	0.008411	-4697.412
622700	0.000765	0.001401	0.006556	0.009925	0.004621	0.001324	0.004153	0.007675	0.001717	0.008169	0.006630	0.005468	0.004132	0.004365	0.005367	-4703.121
622800	0.000937	0.000905	0.018491	0.006223	0.001547	0.001023	0.002255	0.004248	0.003302	0.009101	0.008269	0.006513	0.003792	0.003254	0.007074	-4697.711
622900	0.002494	0.000943	0.012647	0.010458	0.004400	0.002895	0.002490	0.001742	0.001458	0.008896	0.008695	0.004979	0.004210	0.001607	0.006694	-4694.372
623000	0.002245	0.001266	0.011022	0.008090	0.004698	0.002702	0.001167	0.001468	0.003991	0.007854	0.007405	0.004590	0.002367	0.004192	0.004581	-4701.856
623100	0.001635	0.002023	0.004772	0.005035	0.003439	0.004911	0.005245	0.003611	0.004299	0.008482	0.007012	0.004859	0.002083	0.002372	0.008372	-4707.268
623200	0.002069	0.001152	0.007598	0.003493	0.003862	0.007569	0.001558	0.001905	0.013619	0.009258	0.008872	0.007275	0.004686	0.001240	0.005843	-4694.296
623300	0.000824	0.001175	0.017853	0.004390	0.001661	0.002156	0.002029	0.002700	0.002089	0.008583	0.008269	0.006291	0.004558	0.003738	0.006532	-4690.847
623400	0.001358	0.001914	0.005940	0.002757	0.000944	0.002399	0.001572	0.005385	0.001270	0.007633	0.007564	0.005384	0.003863	0.003155	0.004605	-4686.565
623500	0.002193	0.002026	0.004858	0.004945	0.001472	0.003331	0.002527	0.003905	0.001659	0.006298	0.006059	0.004678	0.003194	0.000807	0.005987	-4692.885
623600	0.003030	0.001153	0.010043	0.011138	0.002386	0.000876	0.001534	0.007556	0.002871	0.007229	0.006210	0.005338	0.003043	0.002945	0.005420	-4703.318
623700	0.001522	0.001047	0.003221	0.003087	0.007654	0.002392	0.001607	0.002178	0.003979	0.006976	0.005749	0.003660	0.003083	0.002346	0.004899	-4693.967
623800	0.000770	0.000952	0.007129	0.005373	0.002120	0.001489	0.001408	0.001113	0.001421	0.006938	0.006856	0.004400	0.004370	0.001531	0.006492	-4695.744
623900	0.000940	0.001084	0.003580	0.009439	0.007983	0.002245	0.001347	0.001747	0.001034	0.007358	0.006275	0.005355	0.003021	0.001815	0.005461	-4693.839
624000	0.001010	0.001612	0.008120	0.006281	0.001778	0.002015	0.001974	0.000978	0.001665	0.008639	0.008558	0.007780	0.004786	0.007184	0.007405	-4700.105
624100	0.000622	0.001048	0.006521	0.002619	0.002206	0.001774	0.003166	0.001829	0.001723	0.008993	0.008028	0.007148	0.004334	0.003678	0.007372	-4694.659
624200	0.001453	0.001314	0.006681	0.003981	0.003407	0.007773	0.001640	0.001825	0.002736	0.008832	0.008695	0.007658	0.006663	0.005397	0.003132	-4705.028
624300	0.001436	0.001034	0.004259	0.003862	0.004112	0.002081	0.001099	0.010277	0.006441	0.005241	0.005159	0.004450	0.002125	0.000629	0.003026	-4709.249
624400	0.001325	0.001509	0.032230	0.004972	0.026336	0.001634	0.002382	0.010972	0.002789	0.010037	0.007147	0.005678	0.003424	0.003069	0.006258	-4695.846
624500	0.001117	0.001321	0.021941	0.008731	0.000858	0.001422	0.000903	0.001534	0.003421	0.007623	0.007489	0.005666	0.003480	0.002812	0.004892	-4694.877
624600	0.001195	0.001317	0.021765	0.007549	0.002369	0.002173	0.003413	0.001369	0.001794	0.005557	0.005495	0.004764	0.001686	0.002887	0.005266	-4697.698
624700	0.001543	0.001665	0.020310	0.006389	0.004616	0.001245	0.001598	0.004467	0.041464	0.008105	0.007832	0.006055	0.003914	0.002225	0.001444	-4699.763
624800	0.001212	0.001467	0.008794	0.012828	0.010582	0.002876	0.001135	0.004148	0.001551	0.009017	0.008736	0.005552	0.003665	0.005067	0.007826	-4696.393
