Gen	theta_1ABCDEF	theta_2GHIJKLM	theta_3NOPRTUV	theta_8ABCDEFNOPRTUVSXZGHIJKLMY	theta_9ABCDEFNOPRTUVSXZ	theta_10NOPRTUVSXZ	theta_11NOPRTUVS	theta_12XZ	theta_13GHIJKLMY	tau_8ABCDEFNOPRTUVSXZGHIJKLMY	tau_9ABCDEFNOPRTUVSXZ	tau_10NOPRTUVSXZ	tau_11NOPRTUVS	tau_12XZ	tau_13GHIJKLMY	lnL
891500	0.000899	0.002351	0.009310	0.003111	0.001418	0.003338	0.002016	0.002992	0.001901	0.008833	0.008309	0.004795	0.004173	0.002362	0.006279	-4695.823
891600	0.001434	0.001022	0.012089	0.002629	0.006605	0.001593	0.006111	0.000834	0.001763	0.008518	0.006459	0.005874	0.003103	0.001362	0.007293	-4696.030
891700	0.001055	0.001188	0.005680	0.002468	0.005047	0.002474	0.002179	0.004068	0.004366	0.010294	0.007559	0.004210	0.002482	0.000316	0.003732	-4700.070
891800	0.000616	0.001285	0.005256	0.003158	0.005370	0.001233	0.003839	0.003540	0.002704	0.010791	0.009439	0.006643	0.002233	0.001601	0.006433	-4704.331
891900	0.000589	0.002267	0.005721	0.002318	0.002099	0.004711	0.001258	0.002391	0.002696	0.011181	0.010799	0.007316	0.003685	0.004679	0.008752	-4699.826
892000	0.001501	0.001591	0.004100	0.008811	0.004036	0.002514	0.003106	0.000897	0.001141	0.010467	0.007955	0.006561	0.002914	0.006151	0.009506	-4697.216
892100	0.001328	0.000858	0.008221	0.005048	0.002952	0.001590	0.003974	0.004189	0.003649	0.009851	0.007950	0.007641	0.003418	0.002462	0.006549	-4696.664
892200	0.001252	0.001876	0.007383	0.004307	0.005496	0.002065	0.001724	0.001854	0.001372	0.010971	0.009438	0.006044	0.004413	0.003108	0.009863	-4693.458
892300	0.000642	0.001936	0.004633	0.004270	0.010187	0.011565	0.000827	0.005105	0.003502	0.007364	0.007263	0.006246	0.004227	0.004371	0.007113	-4691.714
892400	0.001018	0.001449	0.006888	0.009541	0.007191	0.002176	0.001202	0.002382	0.002669	0.004783	0.004172	0.003929	0.002312	0.001431	0.003865	-4690.545
892500	0.002142	0.001663	0.008988	0.004626	0.001287	0.003683	0.001711	0.001385	0.002293	0.005851	0.005471	0.004534	0.003028	0.002940	0.004901	-4693.372
892600	0.000757	0.001385	0.016983	0.003349	0.001345	0.002002	0.001492	0.001430	0.001432	0.008011	0.007349	0.006686	0.005008	0.004774	0.006942	-4700.007
892700	0.002912	0.002109	0.018378	0.004356	0.001871	0.001624	0.001835	0.003181	0.005394	0.010964	0.009019	0.005195	0.003345	0.004370	0.003301	-4699.614
892800	0.001013	0.001279	0.004840	0.005550	0.001216	0.002988	0.001040	0.004600	0.002003	0.007025	0.006945	0.004213	0.002570	0.002382	0.006585	-4697.079
892900	0.001530	0.001201	0.007153	0.004845	0.041147	0.002437	0.001574	0.001899	0.004539	0.008239	0.007716	0.005820	0.005491	0.001697	0.006429	-4692.193
893000	0.001312	0.001157	0.003533	0.003357	0.001514	0.003631	0.002140	0.002202	0.013372	0.007662	0.006839	0.005985	0.004215	0.002651	0.001473	-4692.385
893100	0.001114	0.003003	0.005193	0.005038	0.002189	0.003271	0.003409	0.000955	0.003098	0.008395	0.007435	0.006867	0.004657	0.003468	0.005693	-4701.301
893200	0.001208	0.002439	0.007111	0.002636	0.006556	0.001390	0.003402	0.000731	0.004804	0.009843	0.009270	0.006579	0.002928	0.005141	0.004975	-4695.868
893300	0.001109	0.002057	0.004645	0.001757	0.001794	0.002482	0.002818	0.003236	0.002561	0.010901	0.010606	0.005846	0.003935	0.003529	0.007539	-4693.422
893400	0.001784	0.001780	0.006175	0.003470	0.002371	0.001730	0.002666	0.001601	0.004854	0.009251	0.009043	0.007374	0.002874	0.003163	0.004051	-4694.752
893500	0.001357	0.001184	0.006993	0.002941	0.004618	0.007379	0.002220	0.006676	0.006544	0.010214	0.009493	0.007211	0.003131	0.000962	0.003780	-4702.664
893600	0.001081	0.001257	0.012779	0.006397	0.003088	0.005278	0.001295	0.001057	0.003514	0.009031	0.008968	0.004694	0.004261	0.003109	0.008244	-4690.358
893700	0.001805	0.001300	0.008797	0.003898	0.003125	0.001598	0.002477	0.004585	0.006540	0.009877	0.008098	0.007168	0.004260	0.003260	0.003843	-4692.940
893800	0.000911	0.000846	0.001945	0.004249	0.008257	0.002593	0.003345	0.001153	0.001935	0.009935	0.007849	0.005651	0.001825	0.003008	0.009399	-4692.081
893900	0.000941	0.002620	0.007429	0.004176	0.003472	0.001158	0.000895	0.002198	0.002912	0.011374	0.011180	0.007151	0.005362	0.006425	0.008907	-4698.751
894000	0.002092	0.001675	0.006506	0.002313	0.001803	0.001850	0.001938	0.001306	0.002170	0.009461	0.009326	0.005722	0.004568	0.002397	0.004901	-4698.413
894100	0.001449	0.001320	0.006048	0.005133	0.007173	0.007400	0.002751	0.002439	0.001029	0.008851	0.008776	0.006658	0.003604	0.004459	0.007923	-4692.257
894200	0.002287	0.001738	0.021497	0.001897	0.005508	0.001546	0.002476	0.005943	0.001860	0.009718	0.009652	0.007125	0.003412	0.004604	0.004337	-4691.015
894300	0.000551	0.000854	0.014872	0.001661	0.002881	0.004000	0.001256	0.003659	0.010894	0.010312	0.007795	0.005746	0.003929	0.002529	0.002521	-4696.257
894400	0.001107	0.001067	0.005170	0.003622	0.003617	0.001921	0.001204	0.002566	0.002366	0.006984	0.005473	0.004036	0.003516	0.003806	0.006404	-4686.735
894500	0.001164	0.000970	0.009136	0.004119	0.002070	0.003001	0.001225	0.009381	0.007048	0.008156	0.007657	0.004624	0.002991	0.001591	0.002580	-4691.717
894600	0.002295	0.001272	0.003802	0.003149	0.004217	0.002676	0.001398	0.002839	0.002321	0.007608	0.006149	0.004078	0.002678	0.002001	0.005949	-4699.660
894700	0.000584	0.001485	0.004952	0.003621	0.003071	0.002459	0.000914	0.002046	0.002016	0.007118	0.006378	0.005310	0.003785	0.002938	0.005217	-4691.773
894800	0.000584	0.001423	0.005745	0.002514	0.007699	0.003900	0.001487	0.000998	0.002992	0.008641	0.008544	0.005402	0.001936	0.003225	0.004989	-4702.864
894900	0.000703	0.002781	0.010064	0.007784	0.003178	0.001531	0.001878	0.018100	0.003182	0.007918	0.007469	0.006281	0.002123	0.001992	0.006032	-4690.844
895000	0.000561	0.002096	0.013148	0.004271	0.004895	0.001388	0.000943	0.001367	0.004545	0.007387	0.006474	0.005440	0.004466	0.002992	0.003034	-4694.840
895100	0.001015	0.001611	0.011672	0.009207	0.002526	0.001907	0.000733	0.001648	0.003952	0.006993	0.006987	0.004939	0.004010	0.003481	0.003546	-4696.114
895200	0.001164	0.001738	0.027038	0.004614	0.002864	0.002923	0.002102	0.001070	0.002207	0.008497	0.008341	0.006800	0.004126	0.002993	0.008023	-4701.045
895300	0.001710	0.002036	0.003990	0.004147	0.001423	0.011662	0.002142	0.005837	0.004213	0.009286	0.008659	0.007839	0.003150	0.004028	0.004361	-4693.716
895400	0.001419	0.002209	0.006505	0.007416	0.000601	0.003199	0.001501	0.003730	0.001019	0.007104	0.006108	0.004008	0.002668	0.001037	0.007071	-4707.549
895500	0.001440	0.002155	0.004032	0.007466	0.001260	0.002846	0.001557	0.001621	0.001984	0.007241	0.006686	0.005306	0.003967	0.003472	0.006441	-4701.764
895600	0.000678	0.001812	0.006123	0.004742	0.010643	0.002219	0.001194	0.005179	0.016283	0.007574	0.007400	0.004827	0.003445	0.002253	0.001089	-4694.562
895700	0.001034	0.001237	0.003661	0.004043	0.004313	0.001289	0.001894	0.001164	0.001409	0.007717	0.007062	0.006585	0.003769	0.004836	0.005874	-4697.964
895800	0.001058	0.001489	0.006985	0.003804	0.001127	0.001422	0.002444	0.002215	0.001374	0.008524	0.008318	0.006124	0.005606	0.003744	0.007107	-4691.507
895900	0.000811	0.000996	0.013185	0.005366	0.001444	0.001974	0.001740	0.001317	0.000821	0.008265	0.007886	0.007435	0.004781	0.003761	0.007804	-4703.967
896000	0.001037	0.002022	0.005673	0.003984	0.003231	0.001768	0.001998	0.001567	0.001899	0.008166	0.007436	0.006094	0.002509	0.003655	0.006388	-4690.301
896100	0.001322	0.001383	0.012533	0.005483	0.007136	0.003468	0.001365	0.001406	0.002678	0.007770	0.007486	0.007003	0.003855	0.005075	0.005896	-4689.533
896200	0.000648	0.001487	0.004098	0.005288	0.002160	0.001907	0.001462	0.000927	0.001550	0.007322	0.007150	0.006900	0.004592	0.005532	0.006330	-4697.278
896300	0.001833	0.002879	0.009532	0.004636	0.005610	0.004321	0.003613	0.001759	0.003948	0.008397	0.008198	0.005367	0.001892	0.001412	0.005764	-4696.627
896400	0.001082	0.001947	0.007633	0.006612	0.001407	0.006338	0.002392	0.001408	0.003436	0.012681	0.011837	0.009703	0.005283	0.004274	0.009178	-4703.804
896500	0.001049	0.000918	0.009753	0.009289	0.003326	0.001608	0.001525	0.002618	0.005838	0.007750	0.007183	0.006030	0.003740	0.003571	0.002223	-4694.021
896600	0.001599	0.001252	0.005297	0.002527	0.005538	0.003129	0.002764	0.001132	0.001391	0.009017	0.008696	0.005792	0.002892	0.004194	0.004857	-4696.512
896700	0.000946	0.001315	0.014262	0.002795	0.013684	0.002823	0.001407	0.000819	0.005579	0.012047	0.008777	0.006888	0.004561	0.003607	0.011023	-4706.290
896800	0.001036	0.001352	0.009936	0.003902	0.006563	0.002396	0.001530	0.002276	0.002439	0.009637	0.008519	0.005594	0.004341	0.002916	0.006819	-4699.507
896900	0.002530	0.001731	0.002623	0.014353	0.003873	0.001661	0.002503	0.001295	0.001110	0.009870	0.009716	0.007202	0.005219	0.005866	0.009743	-4698.567
897000	0.000769	0.000826	0.008544	0.003977	0.004017	0.001327	0.004186	0.001669	0.005924	0.006995	0.005454	0.004890	0.003250	0.002876	0.002309	-4689.137
897100	0.001506	0.001511	0.003574	0.003521	0.006223	0.002650	0.002900	0.001679	0.005414	0.008036	0.005877	0.004707	0.003804	0.002978	0.008003	-4701.890
897200	0.001315	0.001270	0.004813	0.004899	0.001163	0.002273	0.001063	0.000969	0.002299	0.008178	0.007905	0.005986	0.004614	0.003127	0.007142	-4695.741
897300	0.000570	0.002374	0.008225	0.004577	0.001727	0.005056	0.001057	0.002252	0.001627	0.007326	0.007168	0.004599	0.004444	0.003192	0.005416	-4705.270
897400	0.001000	0.001114	0.006555	0.005319	0.007162	0.001432	0.001292	0.003328	0.003560	0.009513	0.009141	0.006049	0.005086	0.002978	0.005248	-4690.578
897500	0.001806	0.002208	0.004211	0.002213	0.007891	0.001542	0.001491	0.002565	0.001750	0.009763	0.009112	0.007441	0.003259	0.005286	0.007903	-4700.269
897600	0.001395	0.002218	0.007133	0.001941	0.010341	0.003492	0.006207	0.001050	0.000821	0.010377	0.007491	0.006696	0.003713	0.004082	0.006953	-4708.007
897700	0.001817	0.001308	0.007737	0.001935	0.005677	0.003142	0.000767	0.002361	0.004389	0.010017	0.009366	0.006372	0.004386	0.003089	0.008364	-4697.145
897800	0.000975	0.001201	0.007224	0.003572	0.001675	0.003344	0.004734	0.001080	0.003605	0.010587	0.010544	0.005537	0.003251	0.003992	0.007701	-4688.635
897900	0.002032	0.001095	0.023205	0.005594	0.003814	0.002927	0.001046	0.000960	0.005408	0.007863	0.007841	0.005008	0.002805	0.001714	0.003211	-4696.713
898000	0.001022	0.001015	0.045164	0.006403	0.004873	0.001263	0.003328	0.001224	0.009227	0.009369	0.007957	0.006650	0.003980	0.004045	0.006106	-4691.696
898100	0.001379	0.000933	0.041361	0.005275	0.003109	0.000997	0.002007	0.001273	0.001245	0.007104	0.006899	0.004281	0.003158	0.002079	0.005443	-4695.705
898200	0.001447	0.002313	0.072950	0.003269	0.002502	0.003343	0.001255	0.003066	0.002173	0.009632	0.009267	0.007832	0.003804	0.003903	0.008153	-4704.984
898300	0.001037	0.001680	0.034360	0.004517	0.002812	0.001192	0.002347	0.002387	0.001499	0.007004	0.006513	0.006210	0.003055	0.002903	0.002904	-4698.752
898400	0.001945	0.000986	0.025668	0.004033	0.002104	0.003683	0.000878	0.002830	0.003880	0.006513	0.006287	0.005279	0.003051	0.004156	0.006050	-4692.641
898500	0.000744	0.002030	0.023015	0.004282	0.002391	0.002392	0.002738	0.005801	0.004486	0.007196	0.006959	0.005755	0.002645	0.002155	0.003454	-4700.280
898600	0.000723	0.001071	0.020709	0.004479	0.001372	0.005011	0.001300	0.007424	0.003925	0.006254	0.005380	0.004721	0.002502	0.002263	0.003762	-4700.005
898700	0.002028	0.001414	0.017103	0.004346	0.002827	0.000922	0.003076	0.002033	0.001521	0.007178	0.007154	0.005819	0.003833	0.004912	0.007063	-4697.134
898800	0.001330	0.001687	0.033878	0.004205	0.002240	0.004639	0.003704	0.004911	0.016927	0.007319	0.007260	0.004903	0.003447	0.003199	0.002198	-4695.385
898900	0.001748	0.002659	0.029348	0.004995	0.004935	0.003258	0.001327	0.003377	0.001986	0.007849	0.007271	0.007090	0.003870	0.003154	0.005189	-4692.314
899000	0.001122	0.002103	0.011493	0.005365	0.000969	0.001379	0.000820	0.002164	0.003664	0.007244	0.006848	0.006165	0.004582	0.002017	0.006335	-4691.115
899100	0.002443	0.001395	0.009169	0.002941	0.003936	0.001417	0.001021	0.002194	0.002649	0.007905	0.007075	0.005217	0.004455	0.001851	0.006588	-4694.864
899200	0.001151	0.001344	0.006405	0.003827	0.002176	0.001399	0.002042	0.003579	0.001018	0.010630	0.010526	0.006532	0.005130	0.002985	0.008719	-4701.298
899300	0.001366	0.002453	0.003681	0.003425	0.002582	0.001687	0.001018	0.002076	0.003133	0.007683	0.007474	0.004676	0.003666	0.002414	0.002839	-4703.827
899400	0.000695	0.001273	0.007723	0.005689	0.002213	0.002746	0.002742	0.002690	0.001737	0.010423	0.010148	0.008470	0.003785	0.006415	0.009090	-4700.490
899500	0.000974	0.001041	0.006210	0.005540	0.002453	0.002689	0.004876	0.001678	0.001279	0.007883	0.007783	0.007425	0.003923	0.003885	0.005837	-4690.611
899600	0.000874	0.001727	0.004464	0.005765	0.005190	0.003830	0.002468	0.003091	0.003180	0.006392	0.005483	0.004663	0.002902	0.001466	0.005081	-4722.009
899700	0.001468	0.002022	0.003057	0.002115	0.001649	0.001618	0.001208	0.003650	0.003058	0.009110	0.008266	0.005700	0.003627	0.003185	0.005156	-4691.947
899800	0.000994	0.002015	0.003571	0.004828	0.000740	0.002423	0.001905	0.002492	0.002840	0.009643	0.009361	0.008435	0.005759	0.000697	0.008866	-4707.470
899900	0.001213	0.003030	0.009729	0.003679	0.002403	0.001037	0.001455	0.006978	0.001148	0.010792	0.010148	0.005081	0.003482	0.000305	0.008753	-4698.688
900000	0.001332	0.001216	0.003670	0.005373	0.004644	0.006708	0.001739	0.001632	0.001359	0.011370	0.010426	0.003903	0.003482	0.001473	0.009365	-4705.280
900100	0.001582	0.001501	0.009369	0.006758	0.003634	0.002430	0.001364	0.004263	0.001761	0.008772	0.008769	0.005388	0.004968	0.004061	0.003589	-4695.639
900200	0.002137	0.001135	0.009409	0.004731	0.006359	0.001659	0.001454	0.003141	0.011885	0.011160	0.007923	0.006211	0.005884	0.002237	0.004627	-4707.665
900300	0.001049	0.001077	0.003640	0.003547	0.002998	0.007390	0.002914	0.001715	0.003622	0.008447	0.007502	0.006256	0.002375	0.005585	0.006992	-4707.331
900400	0.001429	0.001151	0.010599	0.003336	0.005285	0.004863	0.001171	0.001748	0.004391	0.010553	0.008996	0.006314	0.004229	0.004549	0.010415	-4699.246
900500	0.000821	0.001427	0.005415	0.003052	0.001202	0.001896	0.001862	0.000835	0.001987	0.009757	0.009457	0.007136	0.004108	0.003882	0.007191	-4697.433
900600	0.001655	0.001146	0.001957	0.002966	0.005151	0.002070	0.001536	0.006291	0.003756	0.009421	0.008814	0.004112	0.002284	0.001081	0.007000	-4695.884
900700	0.001371	0.002792	0.003213	0.003061	0.001283	0.004401	0.001342	0.002190	0.001852	0.008139	0.007856	0.006534	0.002023	0.004599	0.006248	-4694.349
900800	0.001769	0.002177	0.009580	0.002533	0.001846	0.001811	0.001565	0.001752	0.002637	0.010170	0.008880	0.007921	0.005156	0.005551	0.009325	-4697.548
900900	0.001307	0.000968	0.010651	0.003898	0.002976	0.001687	0.004061	0.001714	0.007083	0.009764	0.009040	0.006045	0.004636	0.004982	0.007541	-4695.265
901000	0.000955	0.001530	0.005635	0.003157	0.002839	0.001520	0.001405	0.002517	0.001246	0.010734	0.010373	0.005654	0.004327	0.003918	0.007933	-4694.667
901100	0.000661	0.001617	0.009336	0.009460	0.006510	0.001949	0.001946	0.002186	0.001714	0.009627	0.007147	0.006102	0.003671	0.004216	0.009185	-4697.425
901200	0.000966	0.001621	0.006262	0.004174	0.003406	0.002772	0.001835	0.002538	0.004100	0.008515	0.007331	0.005924	0.004533	0.004161	0.008493	-4691.593
901300	0.000716	0.001756	0.007899	0.003250	0.008102	0.002189	0.001415	0.002165	0.003737	0.008174	0.006847	0.004407	0.002348	0.003095	0.008099	-4689.721
901400	0.001114	0.001212	0.004371	0.004734	0.003435	0.001541	0.001447	0.002118	0.002243	0.008681	0.007364	0.005898	0.004498	0.001983	0.006782	-4692.222
901500	0.001173	0.001448	0.008590	0.003876	0.002732	0.006262	0.003932	0.002162	0.001632	0.011213	0.009082	0.006098	0.002806	0.004382	0.009462	-4693.204
901600	0.002133	0.002059	0.007516	0.005121	0.001621	0.001244	0.001591	0.001616	0.002410	0.007018	0.005717	0.004690	0.003519	0.000919	0.005459	-4697.256
901700	0.001357	0.001187	0.010730	0.007565	0.003862	0.001484	0.006773	0.001432	0.003537	0.010313	0.010261	0.005394	0.002490	0.002341	0.006115	-4700.076
901800	0.001512	0.002807	0.005886	0.002687	0.001015	0.002135	0.001344	0.001894	0.001447	0.011470	0.011060	0.006745	0.004304	0.004293	0.008723	-4699.772
901900	0.001557	0.001168	0.004306	0.002775	0.003392	0.003433	0.001423	0.001605	0.001822	0.009030	0.008758	0.004808	0.003107	0.000410	0.005763	-4686.987
902000	0.001474	0.001411	0.009598	0.005775	0.001771	0.001327	0.001471	0.004065	0.003808	0.010356	0.009617	0.006957	0.003817	0.005390	0.009630	-4703.480
902100	0.001727	0.001821	0.017526	0.004670	0.001357	0.001450	0.001464	0.001653	0.002391	0.008416	0.008322	0.006795	0.004803	0.003890	0.007669	-4690.308
902200	0.000906	0.001477	0.004907	0.007416	0.002694	0.005262	0.002144	0.002008	0.005403	0.008731	0.008614	0.005017	0.001404	0.004876	0.005748	-4703.231
902300	0.001175	0.001201	0.005871	0.009468	0.002182	0.003197	0.001635	0.001991	0.002149	0.008873	0.008464	0.006356	0.004767	0.002889	0.004123	-4702.755
902400	0.000591	0.001366	0.006803	0.006567	0.004425	0.002810	0.004068	0.003380	0.002265	0.007907	0.007698	0.006216	0.003538	0.000337	0.007814	-4702.925
902500	0.000984	0.001558	0.005276	0.005503	0.002935	0.003545	0.000923	0.002004	0.001118	0.010315	0.009387	0.006351	0.003604	0.002331	0.007865	-4696.609
902600	0.000999	0.001428	0.012141	0.004066	0.001128	0.001751	0.000755	0.001514	0.001278	0.008973	0.008844	0.006252	0.004283	0.004367	0.008941	-4696.026
902700	0.000925	0.001648	0.008830	0.005808	0.004344	0.001838	0.000995	0.001642	0.003697	0.009563	0.007887	0.006419	0.003870	0.003375	0.007004	-4702.766
902800	0.001278	0.001422	0.004549	0.005841	0.003903	0.001528	0.002723	0.002226	0.011309	0.009291	0.006723	0.005568	0.003346	0.004359	0.006940	-4704.329
902900	0.000848	0.001424	0.005309	0.004018	0.007279	0.001672	0.001536	0.003496	0.003873	0.006660	0.005155	0.005087	0.003973	0.003612	0.006106	-4694.712
903000	0.001331	0.001767	0.008866	0.004971	0.002918	0.002380	0.001775	0.002013	0.001469	0.007065	0.006908	0.006577	0.004811	0.004057	0.006393	-4697.975
903100	0.001167	0.002254	0.004871	0.006293	0.002347	0.003362	0.001575	0.002827	0.002192	0.008127	0.007866	0.006659	0.003398	0.001285	0.003388	-4703.671
903200	0.001182	0.001836	0.004817	0.003928	0.002477	0.001312	0.004528	0.001486	0.010421	0.008096	0.007765	0.006796	0.002791	0.002091	0.005143	-4696.738
903300	0.001496	0.001784	0.004737	0.006500	0.002426	0.001222	0.001625	0.002468	0.009686	0.007078	0.006325	0.005295	0.002918	0.003932	0.006962	-4690.268
903400	0.001306	0.002246	0.006838	0.002453	0.003008	0.004378	0.001280	0.001200	0.005533	0.009987	0.009353	0.006454	0.004917	0.004459	0.008995	-4697.667
903500	0.000770	0.001300	0.007171	0.006449	0.002880	0.006238	0.002642	0.002588	0.001471	0.009408	0.008729	0.006281	0.002270	0.005624	0.006948	-4692.719
903600	0.001574	0.000851	0.007688	0.003231	0.001558	0.001383	0.001167	0.002442	0.002008	0.010696	0.010588	0.009761	0.006969	0.006128	0.008736	-4704.728
903700	0.000770	0.001527	0.003301	0.002882	0.007826	0.001389	0.004326	0.001780	0.001886	0.006810	0.005502	0.004024	0.004000	0.003263	0.006094	-4705.442
903800	0.001041	0.001603	0.006278	0.004455	0.004010	0.006330	0.001445	0.001419	0.007565	0.007548	0.006760	0.005830	0.004279	0.003121	0.005931	-4693.850
903900	0.000972	0.002551	0.008504	0.004936	0.007310	0.001369	0.002054	0.003466	0.003849	0.011633	0.011623	0.007298	0.002654	0.005348	0.007949	-4696.471
904000	0.000531	0.000958	0.009946	0.002101	0.001685	0.002772	0.001159	0.003114	0.003379	0.010422	0.010147	0.005487	0.004304	0.004505	0.006625	-4704.475
904100	0.001457	0.001569	0.003988	0.007159	0.001466	0.002278	0.002595	0.003486	0.002552	0.010039	0.009218	0.007310	0.004976	0.006073	0.008313	-4703.544
904200	0.002071	0.001370	0.010996	0.004835	0.000838	0.002084	0.001629	0.001055	0.001674	0.006274	0.006220	0.004688	0.003259	0.002226	0.003851	-4700.215
904300	0.001278	0.000966	0.004789	0.010037	0.003927	0.001306	0.001736	0.002313	0.009370	0.006710	0.006595	0.005518	0.002601	0.002852	0.004783	-4695.186
904400	0.000753	0.002219	0.003757	0.011021	0.003950	0.002673	0.001476	0.001944	0.012690	0.007473	0.007155	0.006954	0.004013	0.005065	0.006217	-4693.182
904500	0.001671	0.002079	0.006133	0.008105	0.012646	0.002250	0.001626	0.001956	0.004285	0.007124	0.006427	0.006420	0.003635	0.003587	0.006248	-4704.960
904600	0.000997	0.001463	0.017358	0.008201	0.005264	0.001838	0.001817	0.001832	0.003626	0.006168	0.005524	0.005200	0.002327	0.001529	0.004533	-4696.383
904700	0.001788	0.001126	0.014754	0.005504	0.002417	0.000998	0.003886	0.006791	0.002047	0.007412	0.006842	0.006156	0.003171	0.002997	0.007227	-4699.694
904800	0.000749	0.002927	0.010600	0.003745	0.002381	0.001526	0.001664	0.000862	0.002259	0.008767	0.008285	0.005740	0.004328	0.003313	0.005570	-4701.384
